reach_id,n_gauges,upstream_gauge_id,onreach_gauge_id,downstream_gauge_id,max_span_km,river_name,lat,lon,fimbench_id,fimbench_tier,n_fimbench,fimbench_huc8,up_dist_km,dn_dist_km,all_gauge_ids,swot_obs,mean_width_m,iris_slope_m_per_m,iris_slope_source,hand_runnable,has_iris,full_stack
74293900031,2,06807000,,06810070,35.68,Missouri River,40.61611,-95.76202,Tier_3/S1A_20190529T00130_952601W402014N/S1A_9_5m_20190529T00130_952601W402014N_BM,Tier_3,1,10240001;10240002;10240003;10240004;10240005;10240006;10240008;10240010,19.54,36.11,06807000;06810070,1,234.0,0.000177336502916,1_iris_v2.6,True,True,True
75181000351,2,08159500,,08160400,27.26,Colorado River,29.97028,-97.03639,Tier_3/S1A_20170829T00264_965148W295324N/S1A_9_4m_20170829T00264_965148W295324N_BM,Tier_3,1,12090301;12100102,24.78,31.9,08159500;08160400,1,63.0,0.000260614856721,1_iris_v2.6,True,True,True
75181000361,2,08159500,,08160400,27.26,Colorado River,30.00094,-97.08905,Tier_3/S1A_20170829T00264_965148W295324N/S1A_9_4m_20170829T00264_965148W295324N_BM,Tier_3,1,12090301;12100102,13.84,42.85,08159500;08160400,1,63.0,0.0003167094145403,1_iris_v2.6,True,True,True
74267300241,2,03294500,,03294560,18.57,Ohio River,38.21793,-85.85473,Tier_1/AI_20250412_854320W381510N/AI_0_2m_20250412_854320W381510N_BM,Tier_1,1,05140101,10.27,10.36,03294500;03294560,4,466.0,,,False,False,False
73160400011,2,01553025,01553500,,15.78,West Branch Susquehanna River,40.93774,-76.85336,HWM/HWM_20110906_20110912_765111W405708N/HWM_10_0m_20110906_20110912_765111W405708N_BM,HWM,1,02050206,18.59,,01553025;01553500,3,303.0,,,False,False,False
73216000081,2,02089000,,02089500,38.2,Neuse River,35.24567,-77.87938,Tier_2/PSS_20161014T150759_780013W352043N/PSS_3_1m_20161014T150759_780013W352043N_BM,Tier_2,1,03020201;03020202,16.61,38.06,02089000;02089500,3,42.0,,,False,False,False
74241500041,2,07258000,07260800,,39.33,Arkansas River,35.11834,-92.7288,Tier_1/AI_20160103_923809W350109N/AI_0_4m_20160103_923809W350109N_BM,Tier_1,1,11110203;11110205;11110206;11110207,45.09,,07258000;07260800,3,339.0,,,False,False,False
74241500061,2,07258000,,07260800,39.33,Arkansas River,35.14796,-92.84054,Tier_1/AI_20160103_923809W350109N/AI_0_4m_20160103_923809W350109N_BM,Tier_1,1,11110203;11110205;11110206;11110207,30.72,14.37,07258000;07260800,3,579.0,,,False,False,False
74293300021,2,06818300,,06820475,31.37,Missouri River,39.39131,-94.92964,Tier_3/S1A_20190615T00210_945942W393150N/S1A_9_0m_20190615T00210_945942W393150N_BM,Tier_3,1,10240011;10270104,20.89,13.83,06818300;06820475,3,256.0,,,False,False,False
75120500171,2,08030500,,08030530,19.96,Sabine River,30.21898,-93.70971,HWM/HWM_20170817_20170901_940714W300838N/HWM_10_0m_20170817_20170901_940714W300838N_BM,HWM,1,08080205;08080206;12010005;12020003;12020006;12020007;12030203;12040201;12040202,20.15,19.5,08030500;08030530,3,42.0,,,False,False,False
73160400051,2,01549760,,01551500,21.5,West Branch Susquehanna River,41.22383,-77.05521,HWM/HWM_20110906_20110912_765944W411532N/HWM_10_0m_20110906_20110912_765944W411532N_BM,HWM,1,02050206,18.77,10.08,01549760;01551500,2,351.0,,,False,False,False
74270300011,2,,07020850,07022000,10.34,Mississippi River,37.34056,-89.43762,Tier_3/S1A_20170504T23553_891934W365313N/S1A_9_6m_20170504T23553_891934W365313N_BM;Tier_3/S1A_20190530T23555_892649W371820N/S1A_9_7m_20190530T23555_892649W371820N_BM,Tier_3,2,05140206;07140105;07140107;07140108;08010100;08010201;08010202;08010300;08020204;05140206;07140105;07140106;07140107;07140108;08010100;08010201;08010300;08020204,,19.5,07020850;07022000,2,780.0,,,False,False,False
74293300031,2,06818300,,06820475,31.37,Missouri River,39.4542,-95.02101,Tier_3/S1A_20190615T00210_945942W393150N/S1A_9_0m_20190615T00210_945942W393150N_BM,Tier_3,1,10240011;10270104,10.44,24.28,06818300;06820475,2,248.0,,,False,False,False
75120500151,2,08026290,08028500,,24.96,Sabine River,30.69396,-93.62381,HWM/HWM_20170817_20170901_940714W300838N/HWM_10_0m_20170817_20170901_940714W300838N_BM;HWM/HWM_20170817_20170901_933659W304031N/HWM_10_0m_20170817_20170901_933659W304031N_BM,HWM,2,08080205;08080206;12010005;12020003;12020006;12020007;12030203;12040201;12040202;12010005,57.51,,08026290;08028500,2,108.0,,,False,False,False
75120500161,2,08026290,,08028500,24.96,Sabine River,30.80512,-93.56752,HWM/HWM_20170817_20170901_940714W300838N/HWM_10_0m_20170817_20170901_940714W300838N_BM;HWM/HWM_20170817_20170901_933659W304031N/HWM_10_0m_20170817_20170901_933659W304031N_BM,HWM,2,08080205;08080206;12010005;12020003;12020006;12020007;12030203;12040201;12040202;12010005,38.33,19.17,08026290;08028500,2,120.0,,,False,False,False
75181000241,2,08161000,08161400,,18.18,Colorado River,29.54613,-96.40217,Tier_2/PSS_20170830T173000_962445W293624N/PSS_3_0m_20170830T173000_962445W293624N_BM,Tier_2,1,12090302;12090401,38.93,,08161000;08161400,2,63.0,,,False,False,False
75181000291,2,08160400,,08161000,42.18,Colorado River,29.77449,-96.68276,Tier_2/PSS_20170830T162251_964235W294719N/PSS_3_1m_20170830T162251_964235W294719N_BM;Tier_3/S1A_20170829T00264_965148W295324N/S1A_9_4m_20170829T00264_965148W295324N_BM,Tier_2;Tier_3,2,12090301;12090301;12100102,38.28,32.59,08160400;08161000,1,54.0,,,False,False,False
74282300031,0,,,,0.0,Illinois River,40.15293,-90.23351,Tier_1/AI_20160104_902358W395729N/AI_0_4m_20160104T1_902358W395729N_BM,Tier_1,1,07130003;07130008;07130011,,,,4,210.0,3.05056946759076e-05,1_iris_v2.6,True,True,True
74282300041,0,,,,0.0,Illinois River,40.19803,-90.17675,Tier_1/AI_20160104_902358W395729N/AI_0_4m_20160104T1_902358W395729N_BM,Tier_1,1,07130003;07130008;07130011,,,,4,161.0,1.9009534243328257e-05,1_iris_v2.6,True,True,True
74293400051,0,,,,0.0,Nodaway River,40.48742,-95.0716,Tier_3/S1A_20190529T00130_952601W402014N/S1A_9_5m_20190529T00130_952601W402014N_BM,Tier_3,1,10240001;10240002;10240003;10240004;10240005;10240006;10240008;10240010,,,,4,63.0,0.0005283364735499,1_iris_v2.6,True,True,True
74298600221,0,,,,0.0,,45.63894,-110.5645,HWM/HWM_20220610_20220615_1104046W452913N/HWM_10_0m_20220610_20220615_1104046W452913N_BM,HWM,1,10070002,,,,4,105.0,0.0027912334747236,1_iris_v2.6,True,True,True
74298600231,0,,,,0.0,,45.52681,-110.58135,HWM/HWM_20220610_20220615_1104046W452913N/HWM_10_0m_20220610_20220615_1104046W452913N_BM,HWM,1,10070002,,,,4,96.0,0.003183555912868,1_iris_v2.6,True,True,True
71226500221,0,,,,0.0,Red River Of The North,47.95907,-97.05402,Tier_1/AI_20110414_970623W475915N/AI_0_5m_20110414_970623W475915N_BM,Tier_1,1,09020301;09020303;09020306;09020307,,,,3,84.0,2.132732031188956e-05,1_iris_v2.6,True,True,True
71226600011,0,,,,0.0,,47.90703,-96.97426,Tier_1/AI_20110414_970623W475915N/AI_0_5m_20110414_970623W475915N_BM,Tier_1,1,09020301;09020303;09020306;09020307,,,,3,42.0,3.077066353756466e-05,1_iris_v2.6,True,True,True
73216000121,0,,,,0.0,Neuse River,35.3511,-78.02133,Tier_2/PSS_20161014T150759_780013W352043N/PSS_3_1m_20161014T150759_780013W352043N_BM;HWM/HWM_20160928_20161009_780051W352232N/HWM_10_0m_20160928_20161009_780051W352232N_BM,Tier_2;HWM,2,03020201;03020202,,,,3,55.5,2.952195363115562e-05,2_sword_v17b,True,True,True
74222700231,0,,,,0.0,Bayou D'Arbonne,32.58097,-92.16357,HWM/HWM_20160308_20160313_920434W322919N/HWM_10_0m_20160308_20160313_920434W322919N_BM,HWM,1,08040202;08040206;08040207;08050001,,,,3,77.0,3.0506085513460932e-05,1_iris_v2.6,True,True,True
74252400011,0,,,,0.0,Little Red River,35.18962,-91.47093,Tier_1/AI_20160103_912407W345941N/AI_0_5m_20160103T4_912407W345941N_BM,Tier_1,1,08020301;08020302;08020303;11010013;11010014,,,,3,67.0,1.4552800850719596e-05,1_iris_v3.3,True,True,True
74252400021,0,,,,0.0,Little Red River,35.19833,-91.5394,Tier_1/AI_20160103_912407W345941N/AI_0_5m_20160103T4_912407W345941N_BM,Tier_1,1,08020301;08020302;08020303;11010013;11010014,,,,3,67.0,9.775231029971398e-06,1_iris_v3.3,True,True,True
74259000141,0,,,,0.0,Mississippi River,36.64072,-89.18699,Tier_3/S1A_20170504T23553_891934W365313N/S1A_9_6m_20170504T23553_891934W365313N_BM;Tier_3/S1A_20190530T23555_892649W371820N/S1A_9_7m_20190530T23555_892649W371820N_BM,Tier_3,2,05140206;07140105;07140107;07140108;08010100;08010201;08010202;08010300;08020204;05140206;07140105;07140106;07140107;07140108;08010100;08010201;08010300;08020204,,,,3,1595.0,9.366117763126032e-05,1_iris_v2.6,True,True,True
74259000151,0,,,,0.0,Mississippi River,36.77973,-89.13197,Tier_3/S1A_20170504T23553_891934W365313N/S1A_9_6m_20170504T23553_891934W365313N_BM;Tier_3/S1A_20190530T23555_892649W371820N/S1A_9_7m_20190530T23555_892649W371820N_BM,Tier_3,2,05140206;07140105;07140107;07140108;08010100;08010201;08010202;08010300;08020204;05140206;07140105;07140106;07140107;07140108;08010100;08010201;08010300;08020204,,,,3,1127.0,6.121551187994233e-05,1_iris_v2.6,True,True,True
74259000161,0,,,,0.0,Mississippi River,36.91829,-89.11375,Tier_3/S1A_20170504T23553_891934W365313N/S1A_9_6m_20170504T23553_891934W365313N_BM;Tier_3/S1A_20190530T23555_892649W371820N/S1A_9_7m_20190530T23555_892649W371820N_BM,Tier_3,2,05140206;07140105;07140107;07140108;08010100;08010201;08010202;08010300;08020204;05140206;07140105;07140106;07140107;07140108;08010100;08010201;08010300;08020204,,,,3,1467.0,6.668123092755833e-05,1_iris_v2.6,True,True,True
74264900101,0,,,,0.0,Cumberland River,36.76349,-84.19744,Tier_3/S1A_20180213T23304_840231W364457N/S1A_8_5m_20180213T23304_840231W364457N_BM,Tier_3,1,05130101,,,,3,54.0,0.0001055828250233,1_iris_v2.6,True,True,True
74270400011,0,,,,0.0,Big Muddy River,37.57727,-89.45942,Tier_3/S1A_20190530T23555_892649W371820N/S1A_9_7m_20190530T23555_892649W371820N_BM,Tier_3,1,05140206;07140105;07140106;07140107;07140108;08010100;08010201;08010300;08020204,,,,3,75.0,9.49079067785718e-06,1_iris_v2.6,True,True,True
74270400021,0,,,,0.0,Big Muddy River,37.64728,-89.42345,Tier_3/S1A_20190530T23555_892649W371820N/S1A_9_7m_20190530T23555_892649W371820N_BM,Tier_3,1,05140206;07140105;07140106;07140107;07140108;08010100;08010201;08010300;08020204,,,,3,63.0,1.1330669831515947e-05,1_iris_v2.6,True,True,True
74270400031,0,,,,0.0,Big Muddy River,37.69775,-89.41806,Tier_3/S1A_20190530T23555_892649W371820N/S1A_9_7m_20190530T23555_892649W371820N_BM,Tier_3,1,05140206;07140105;07140106;07140107;07140108;08010100;08010201;08010300;08020204,,,,3,90.0,4.033733497519759e-05,2_sword_v16,True,True,True
74270400041,0,,,,0.0,Big Muddy River,37.75335,-89.42492,Tier_3/S1A_20190530T23555_892649W371820N/S1A_9_7m_20190530T23555_892649W371820N_BM,Tier_3,1,05140206;07140105;07140106;07140107;07140108;08010100;08010201;08010300;08020204,,,,3,96.0,1.2316372682129272e-18,2_sword_v16,True,True,True
74270400051,0,,,,0.0,Big Muddy River,37.76079,-89.34705,Tier_3/S1A_20190530T23555_892649W371820N/S1A_9_7m_20190530T23555_892649W371820N_BM,Tier_3,1,05140206;07140105;07140106;07140107;07140108;08010100;08010201;08010300;08020204,,,,3,84.0,0.0001260483042387,1_iris_v2.6,True,True,True
74270500011,0,,,,0.0,Mississippi River,37.65081,-89.52165,Tier_3/S1A_20190530T23555_892649W371820N/S1A_9_7m_20190530T23555_892649W371820N_BM,Tier_3,1,05140206;07140105;07140106;07140107;07140108;08010100;08010201;08010300;08020204,,,,3,637.0,0.000105834151352,1_iris_v2.6,True,True,True
74270500021,0,,,,0.0,Mississippi River,37.72406,-89.61327,Tier_3/S1A_20190530T23555_892649W371820N/S1A_9_7m_20190530T23555_892649W371820N_BM,Tier_3,1,05140206;07140105;07140106;07140107;07140108;08010100;08010201;08010300;08020204,,,,3,563.0,7.386810342933635e-05,1_iris_v2.6,True,True,True
74270500031,0,,,,0.0,Mississippi River,37.78364,-89.67226,Tier_3/S1A_20190530T23555_892649W371820N/S1A_9_7m_20190530T23555_892649W371820N_BM,Tier_3,1,05140206;07140105;07140106;07140107;07140108;08010100;08010201;08010300;08020204,,,,3,778.0,0.0001061471813112,1_iris_v2.6,True,True,True
74287400011,0,,,,0.0,Wisconsin River,43.00004,-91.05011,Tier_3/S1A_20190530T23573_910244W431326N/S1A_9_0m_20190530T23573_910244W431326N_BM,Tier_3,1,07060001;07060002;07070005;07070006,,,,3,258.0,0.0002128555214822,1_iris_v2.6,True,True,True
74287400021,0,,,,0.0,Wisconsin River,43.07433,-90.87345,Tier_3/S1A_20190530T23573_910244W431326N/S1A_9_0m_20190530T23573_910244W431326N_BM,Tier_3,1,07060001;07060002;07070005;07070006,,,,3,251.0,0.0002071724145417,1_iris_v2.6,True,True,True
74287500011,0,,,,0.0,Mississippi River,43.05764,-91.16767,Tier_3/S1A_20190530T23573_910244W431326N/S1A_9_0m_20190530T23573_910244W431326N_BM,Tier_3,1,07060001;07060002;07070005;07070006,,,,3,753.0,2.111234377259126e-05,1_iris_v2.6,True,True,True
74287500021,0,,,,0.0,Mississippi River,43.17068,-91.1498,Tier_3/S1A_20190530T23573_910244W431326N/S1A_9_0m_20190530T23573_910244W431326N_BM,Tier_3,1,07060001;07060002;07070005;07070006,,,,3,1357.0,3.8860142678629034e-05,1_iris_v2.6,True,True,True
74287500061,0,,,,0.0,Mississippi River,43.40821,-91.2003,Tier_3/S1A_20190530T23573_910244W431326N/S1A_9_0m_20190530T23573_910244W431326N_BM,Tier_3,1,07060001;07060002;07070005;07070006,,,,3,503.0,3.095575066933215e-05,1_iris_v2.6,True,True,True
74287500071,0,,,,0.0,Mississippi River,43.51659,-91.22769,Tier_3/S1A_20190530T23573_910244W431326N/S1A_9_0m_20190530T23573_910244W431326N_BM,Tier_3,1,07060001;07060002;07070005;07070006,,,,3,428.0,0.0003299100899222,1_iris_v2.6,True,True,True
74291600021,0,,,,0.0,Lamine River,38.92755,-92.96266,Tier_2/PSS_20170502T161000_930151W385351N/PSS_1_0m_20170502T161000_930151W385351N_BM,Tier_2,1,10300103,,,,3,42.0,0.0001438234093142,1_iris_v3.3,True,True,True
74293500021,0,,,,0.0,Missouri River,39.88473,-95.1341,Tier_3/S1A_20190529T00130_952601W402014N/S1A_9_5m_20190529T00130_952601W402014N_BM,Tier_3,1,10240001;10240002;10240003;10240004;10240005;10240006;10240008;10240010,,,,3,255.0,0.0001794004403004,1_iris_v2.6,True,True,True
74293500031,0,,,,0.0,Missouri River,39.94676,-95.24155,Tier_3/S1A_20190529T00130_952601W402014N/S1A_9_5m_20190529T00130_952601W402014N_BM,Tier_3,1,10240001;10240002;10240003;10240004;10240005;10240006;10240008;10240010,,,,3,254.0,0.0001906078940919,1_iris_v2.6,True,True,True
74295100311,0,,,,0.0,Little Sioux River,42.75133,-95.53185,HWM/HWM_20180615_20180610_953219W424459N/HWM_10_0m_20180615_20180610_953219W424459N_BM;Tier_2/PSS_20240623T172005_953000W424913N/PSS_3_1m_20240623T172005_953000W424913N_BM;Tier_2/PSS_20240624T163137_952652W425148N/PSS_3_1m_20240624T163137_952652W425148N_BM,HWM;Tier_2,3,10230003,,,,3,45.0,0.0001372787902624,1_iris_v2.6,True,True,True
74295100321,0,,,,0.0,Little Sioux River,42.82298,-95.51141,Tier_2/PSS_20240623T172005_953000W424913N/PSS_3_1m_20240623T172005_953000W424913N_BM;HWM/HWM_20180615_20180610_952917W425035N/HWM_10_0m_20180615_20180610_952917W425035N_BM;Tier_2/PSS_20240624T163137_952652W425148N/PSS_3_1m_20240624T163137_952652W425148N_BM,Tier_2;HWM,3,10230003,,,,3,42.0,0.0001504332253313,1_iris_v2.6,True,True,True
74295200121,0,,,,0.0,Big Sioux River,43.10336,-96.45004,Tier_2/PSS_20240623T172530_962650W425825N/PSS_3_0m_20240623T172530_962650W425825N_BM,Tier_2,1,10170203;10170204;10230002,,,,3,42.0,0.0003484376218886,1_iris_v2.6,True,True,True
74295200131,0,,,,0.0,Big Sioux River,43.18489,-96.46989,Tier_2/PSS_20240623T172530_962650W425825N/PSS_3_0m_20240623T172530_962650W425825N_BM;Tier_2/PSS_20240624T164337_962932W431356N/PSS_3_2m_20240624T164337_962932W431356N_BM,Tier_2,2,10170203;10170204;10230002;10170203,,,,3,42.0,0.0003470637891168,1_iris_v2.6,True,True,True
74295200161,0,,,,0.0,Big Sioux River,43.33465,-96.52865,Tier_2/PSS_20240624T164337_963354W431528N/PSS_3_2m_20240624T164337_963354W431528N_BM,Tier_2,1,10170203,,,,3,42.0,0.000278877200633,1_iris_v2.6,True,True,True
74298600241,0,,,,0.0,,45.46867,-110.61337,HWM/HWM_20220610_20220615_1104046W452913N/HWM_10_0m_20220610_20220615_1104046W452913N_BM,HWM,1,10070002,,,,3,84.0,0.0020877326934343,1_iris_v2.6,True,True,True
74298600251,0,,,,0.0,,45.42144,-110.65806,HWM/HWM_20220610_20220615_1104046W452913N/HWM_10_0m_20220610_20220615_1104046W452913N_BM,HWM,1,10070002,,,,3,84.0,0.0014454537215466,1_iris_v2.6,True,True,True
74298600261,0,,,,0.0,,45.33987,-110.74003,HWM/HWM_20220610_20220615_1104046W452913N/HWM_10_0m_20220610_20220615_1104046W452913N_BM,HWM,1,10070002,,,,3,105.0,0.0014590133761406,1_iris_v2.6,True,True,True
75120500111,0,,,,0.0,Sabine River,30.41961,-93.72678,HWM/HWM_20170817_20170901_940714W300838N/HWM_10_0m_20170817_20170901_940714W300838N_BM,HWM,1,08080205;08080206;12010005;12020003;12020006;12020007;12030203;12040201;12040202,,,,3,87.0,0.0001393389280883,1_iris_v2.6,True,True,True
75120500121,0,,,,0.0,Sabine River,30.48316,-93.7093,HWM/HWM_20170817_20170901_940714W300838N/HWM_10_0m_20170817_20170901_940714W300838N_BM,HWM,1,08080205;08080206;12010005;12020003;12020006;12020007;12030203;12040201;12040202,,,,3,84.0,0.0001469243972587,1_iris_v2.6,True,True,True
73160500071,0,,,,0.0,North Branch Susquehanna River,41.20355,-76.06061,HWM/HWM_20110906_20110912_755935W411248N/HWM_10_0m_20110906_20110912_755935W411248N_BM,HWM,1,02050107,,,,2,216.0,0.0002663427625274,1_iris_v2.6,True,True,True
73160500081,0,,,,0.0,North Branch Susquehanna River,41.2232,-75.95521,HWM/HWM_20110906_20110912_755935W411248N/HWM_10_0m_20110906_20110912_755935W411248N_BM,HWM,1,02050107,,,,2,184.0,0.0001178708410013,1_iris_v2.6,True,True,True
73160500091,0,,,,0.0,North Branch Susquehanna River,41.2689,-75.86907,HWM/HWM_20110906_20110912_754847W411842N/HWM_10_0m_20110906_20110912_754847W411842N_BM,HWM,1,02050107,,,,2,180.0,0.0002195482461675,1_iris_v2.6,True,True,True
73216000141,0,,,,0.0,Neuse River,35.35974,-78.05927,Tier_2/PSS_20161014T150759_780013W352043N/PSS_3_1m_20161014T150759_780013W352043N_BM;HWM/HWM_20160928_20161009_780051W352232N/HWM_10_0m_20160928_20161009_780051W352232N_BM,Tier_2;HWM,2,03020201;03020202,,,,2,42.0,0.0001617647954376,1_iris_v3.3,True,True,True
73220100051,0,,,,0.0,Great Pee Dee River,33.52566,-79.17188,HWM/HWM_20180831_20180918_785518W334219N/HWM_10_0m_20180831_20180918_785518W334219N_BM,HWM,1,03040206;03040207;03040208,,,,2,108.0,4.712665365814415e-05,1_iris_v3.3,True,True,True
74241300161,0,,,,0.0,Arkansas River,34.46294,-92.11475,Tier_1/AI_20160103_915444W341929N/AI_0_4m_20160103T2_915444W341929N_BM,Tier_1,1,08020401;08040205;11110207,,,,2,608.5,2.5818500649685875e-05,1_iris_v3.3,True,True,True
74241300171,0,,,,0.0,Arkansas River,34.53792,-92.14136,Tier_1/AI_20160103_915444W341929N/AI_0_4m_20160103T2_915444W341929N_BM,Tier_1,1,08020401;08040205;11110207,,,,2,792.0,6.270459995271182e-05,1_iris_v3.3,True,True,True
74241300231,0,,,,0.0,Arkansas River,34.83073,-92.41646,Tier_1/AI_20160103_923809W350109N/AI_0_4m_20160103_923809W350109N_BM,Tier_1,1,11110203;11110205;11110206;11110207,,,,2,810.0,1.8254151630695164e-05,1_iris_v3.3,True,True,True
74241300241,0,,,,0.0,Arkansas River,34.91868,-92.46712,Tier_1/AI_20160103_923809W350109N/AI_0_4m_20160103_923809W350109N_BM,Tier_1,1,11110203;11110205;11110206;11110207,,,,2,687.5,2.1758925059704765e-05,1_iris_v3.3,True,True,True
74241300251,0,,,,0.0,Arkansas River,34.96291,-92.55632,Tier_1/AI_20160103_923809W350109N/AI_0_4m_20160103_923809W350109N_BM,Tier_1,1,11110203;11110205;11110206;11110207,,,,2,424.0,1.6173643365027153e-05,1_iris_v3.3,True,True,True
74252100131,0,,,,0.0,White River,34.59992,-91.31894,Tier_1/AI_20160103_912407W345941N/AI_0_5m_20160103T4_912407W345941N_BM,Tier_1,1,08020301;08020302;08020303;11010013;11010014,,,,2,180.0,6.368194266710231e-05,1_iris_v2.6,True,True,True
74252100141,0,,,,0.0,White River,34.65963,-91.31517,Tier_1/AI_20160103_912407W345941N/AI_0_5m_20160103T4_912407W345941N_BM,Tier_1,1,08020301;08020302;08020303;11010013;11010014,,,,2,170.0,6.941742137693541e-05,1_iris_v2.6,True,True,True
74252200011,0,,,,0.0,Cache River,34.74592,-91.31144,Tier_1/AI_20160103_912407W345941N/AI_0_5m_20160103T4_912407W345941N_BM,Tier_1,1,08020301;08020302;08020303;11010013;11010014,,,,2,87.0,2.85971985547374e-05,1_iris_v2.6,True,True,True
74252300011,0,,,,0.0,White River,34.69028,-91.34206,Tier_1/AI_20160103_912407W345941N/AI_0_5m_20160103T4_912407W345941N_BM,Tier_1,1,08020301;08020302;08020303;11010013;11010014,,,,2,135.0,7.555441481082417e-05,1_iris_v2.6,True,True,True
74252300021,0,,,,0.0,White River,34.73166,-91.37175,Tier_1/AI_20160103_912407W345941N/AI_0_5m_20160103T4_912407W345941N_BM,Tier_1,1,08020301;08020302;08020303;11010013;11010014,,,,2,152.0,6.571107878571186e-05,1_iris_v2.6,True,True,True
74252300031,0,,,,0.0,White River,34.76068,-91.40566,Tier_1/AI_20160103_912407W345941N/AI_0_5m_20160103T4_912407W345941N_BM,Tier_1,1,08020301;08020302;08020303;11010013;11010014,,,,2,171.0,6.0534026084388827e-05,1_iris_v2.6,True,True,True
74252300041,0,,,,0.0,White River,34.80059,-91.44631,Tier_1/AI_20160103_912407W345941N/AI_0_5m_20160103T4_912407W345941N_BM,Tier_1,1,08020301;08020302;08020303;11010013;11010014,,,,2,170.0,8.661665885853479e-05,1_iris_v2.6,True,True,True
74252300051,0,,,,0.0,White River,34.86519,-91.46038,Tier_1/AI_20160103_912407W345941N/AI_0_5m_20160103T4_912407W345941N_BM,Tier_1,1,08020301;08020302;08020303;11010013;11010014,,,,2,165.5,5.489236619928584e-05,1_iris_v2.6,True,True,True
74252300101,0,,,,0.0,White River,35.08594,-91.45882,Tier_1/AI_20160103_912407W345941N/AI_0_5m_20160103T4_912407W345941N_BM,Tier_1,1,08020301;08020302;08020303;11010013;11010014,,,,2,181.0,7.281247142347351e-05,1_iris_v2.6,True,True,True
74252500051,0,,,,0.0,White River,35.31115,-91.42978,Tier_1/AI_20160103_912407W345941N/AI_0_5m_20160103T4_912407W345941N_BM,Tier_1,1,08020301;08020302;08020303;11010013;11010014,,,,2,129.0,5.917859787623462e-05,1_iris_v3.3,True,True,True
74252500061,0,,,,0.0,White River,35.3689,-91.4182,Tier_1/AI_20160103_912407W345941N/AI_0_5m_20160103T4_912407W345941N_BM,Tier_1,1,08020301;08020302;08020303;11010013;11010014,,,,2,127.0,5.150824985596832e-05,1_iris_v3.3,True,True,True
74259000081,0,,,,0.0,Mississippi River,36.37133,-89.53671,Tier_3/S1A_20170504T23553_891934W365313N/S1A_9_6m_20170504T23553_891934W365313N_BM,Tier_3,1,05140206;07140105;07140107;07140108;08010100;08010201;08010202;08010300;08020204,,,,2,1312.0,8.673212730146957e-05,1_iris_v2.6,True,True,True
74259000091,0,,,,0.0,Mississippi River,36.49494,-89.53689,Tier_3/S1A_20170504T23553_891934W365313N/S1A_9_6m_20170504T23553_891934W365313N_BM,Tier_3,1,05140206;07140105;07140107;07140108;08010100;08010201;08010202;08010300;08020204,,,,2,1364.0,7.327241417814813e-05,1_iris_v2.6,True,True,True
74259000101,0,,,,0.0,Mississippi River,36.56618,-89.5225,Tier_3/S1A_20170504T23553_891934W365313N/S1A_9_6m_20170504T23553_891934W365313N_BM,Tier_3,1,05140206;07140105;07140107;07140108;08010100;08010201;08010202;08010300;08020204,,,,2,1064.0,7.712021622538251e-05,1_iris_v2.6,True,True,True
74259000111,0,,,,0.0,Mississippi River,36.5097,-89.47814,Tier_3/S1A_20170504T23553_891934W365313N/S1A_9_6m_20170504T23553_891934W365313N_BM,Tier_3,1,05140206;07140105;07140107;07140108;08010100;08010201;08010202;08010300;08020204,,,,2,1213.0,9.659508873201552e-05,1_iris_v2.6,True,True,True
74259000131,0,,,,0.0,Mississippi River,36.58973,-89.30927,Tier_3/S1A_20170504T23553_891934W365313N/S1A_9_6m_20170504T23553_891934W365313N_BM,Tier_3,1,05140206;07140105;07140107;07140108;08010100;08010201;08010202;08010300;08020204,,,,2,1317.0,7.16644729967297e-05,1_iris_v2.6,True,True,True
74267300271,0,,,,0.0,Ohio River,38.40139,-85.62221,Tier_1/AI_20250412_854320W381510N/AI_0_2m_20250412_854320W381510N_BM,Tier_1,1,05140101,,,,2,769.5,9.830345515340276e-06,1_iris_v2.6,True,True,True
74270100011,0,,,,0.0,Mississippi River,36.9886,-89.17543,Tier_3/S1A_20170504T23553_891934W365313N/S1A_9_6m_20170504T23553_891934W365313N_BM;Tier_3/S1A_20190530T23555_892649W371820N/S1A_9_7m_20190530T23555_892649W371820N_BM,Tier_3,2,05140206;07140105;07140107;07140108;08010100;08010201;08010202;08010300;08020204;05140206;07140105;07140106;07140107;07140108;08010100;08010201;08010300;08020204,,,,2,702.0,7.662146948433662e-05,1_iris_v2.6,True,True,True
74270100021,0,,,,0.0,Mississippi River,37.05569,-89.2429,Tier_3/S1A_20170504T23553_891934W365313N/S1A_9_6m_20170504T23553_891934W365313N_BM;Tier_3/S1A_20190530T23555_892649W371820N/S1A_9_7m_20190530T23555_892649W371820N_BM,Tier_3,2,05140206;07140105;07140107;07140108;08010100;08010201;08010202;08010300;08020204;05140206;07140105;07140106;07140107;07140108;08010100;08010201;08010300;08020204,,,,2,704.0,5.3566992550285155e-05,1_iris_v2.6,True,True,True
74270100031,0,,,,0.0,Mississippi River,37.05584,-89.29212,Tier_3/S1A_20170504T23553_891934W365313N/S1A_9_6m_20170504T23553_891934W365313N_BM;Tier_3/S1A_20190530T23555_892649W371820N/S1A_9_7m_20190530T23555_892649W371820N_BM,Tier_3,2,05140206;07140105;07140107;07140108;08010100;08010201;08010202;08010300;08020204;05140206;07140105;07140106;07140107;07140108;08010100;08010201;08010300;08020204,,,,2,653.0,8.682872012625416e-05,1_iris_v2.6,True,True,True
